word,frequency_in_target,frequency_in_reference,in_reference,lexical_confidence
gepijnse,1,0,False,0.0000
gepijnst,1,0,False,0.0000
geprofessit,1,0,False,0.0000
geprueft,1,1,True,0.0578
gequesset,1,0,False,0.0000
gequeste,1,0,False,0.0000
geracke,1,0,False,0.0000
geracken,1,0,False,0.0000
gerackes,1,0,False,0.0000
geraek,1,0,False,0.0000
gerechtige,1,4,True,0.1342
geregiert,1,3,True,0.1156
gereigiert,1,0,False,0.0000
gereijscap,1,0,False,0.0000
gereijst,1,0,False,0.0000
gereyscap,1,0,False,0.0000
gerichte,1,3,True,0.1156
gerienge,1,0,False,0.0000
gerijnghe,1,0,False,0.0000
gerijt,1,0,False,0.0000
gerits,1,0,False,0.0000
geroeren,1,2,True,0.0916
gerokt,1,0,False,0.0000
gert,1,7,True,0.1735
gerust,1,4,True,0.1342
gerusten,1,1,True,0.0578
geryenge,1,0,False,0.0000
ges,1,2,True,0.0916
gescandelesiert,1,0,False,0.0000
gescapen,1,93,True,0.3790
geschandelesiert,1,0,False,0.0000
gescharen,1,0,False,0.0000
geschaten,1,0,False,0.0000
geschelt,1,0,False,0.0000
geschicket,1,0,False,0.0000
geschiecket,1,0,False,0.0000
geschiecte,1,0,False,0.0000
geschiectelic,1,0,False,0.0000
geschieket,1,0,False,0.0000
geschittelick,1,0,False,0.0000
geschort,1,0,False,0.0000
geschouwet,1,0,False,0.0000
geschreijt,1,0,False,0.0000
geschrieuen,1,0,False,0.0000
geschulden,1,0,False,0.0000
geschut,1,1,True,0.0578
geseellen,1,0,False,0.0000
geseelschap,1,0,False,0.0000
geseggen,1,6,True,0.1623
gesegget,1,0,False,0.0000
gesehiectelick,1,0,False,0.0000
geseit,1,327,True,0.4832
geselschep,1,0,False,0.0000
gesichte,1,29,True,0.2837
gesiende,1,0,False,0.0000
gesitten,1,3,True,0.1156
geslaeten,1,0,False,0.0000
geslaetten,1,0,False,0.0000
geslaghen,1,15,True,0.2313
gesmaet,1,0,False,0.0000
gesmaket,1,1,True,0.0578
gesneden,1,26,True,0.2749
gesnijden,1,0,False,0.0000
gesongen,1,7,True,0.1735
gesteltenisse,1,0,False,0.0000
gestelttenisse,1,0,False,0.0000
gesterckt,1,1,True,0.0578
gestocket,1,0,False,0.0000
gestoeten,1,1,True,0.0578
gestudiert,1,0,False,0.0000
getaegen,1,0,False,0.0000
getaghen,1,0,False,0.0000
getale,1,6,True,0.1623
getalle,1,0,False,0.0000
geteikent,1,0,False,0.0000
getijdet,1,0,False,0.0000
getoeft,1,5,True,0.1495
getrecket,1,0,False,0.0000
getroesten,1,3,True,0.1156
getrouwe,1,63,True,0.3469
getymmert,1,10,True,0.2000
geuaelden,1,0,False,0.0000
geuaeren,1,0,False,0.0000
geueget,1,0,False,0.0000
geuelt,1,0,False,0.0000
geuer,1,1,True,0.0578
geuielt,1,5,True,0.1495
geuoedet,1,0,False,0.0000
geuoelt,1,22,True,0.2615
geuoet,1,1,True,0.0578
geuolden,1,0,False,0.0000
geuolgen,1,1,True,0.0578
geuolget,1,1,True,0.0578
geuonden,1,12,True,0.2140
geuremdet,1,1,True,0.0578
geuuelt,1,1,True,0.0578
gevast,1,5,True,0.1495
geveest,1,0,False,0.0000
gevijel,1,0,False,0.0000
gevoechgelick,1,0,False,0.0000
gevoedet,1,3,True,0.1156
gevoegelick,1,0,False,0.0000
gevolgen,1,2,True,0.0916
gevolget,1,7,True,0.1735
gevonden,1,94,True,0.3799
gevraget,1,1,True,0.0578
gevredet,1,0,False,0.0000
gevriet,1,1,True,0.0578
gewachten,1,1,True,0.0578
gewaelt,1,0,False,0.0000
gewaerichger,1,0,False,0.0000
gewallen,1,0,False,0.0000
gewalt,1,3,True,0.1156
gewecket,1,0,False,0.0000
geweerdichden,1,0,False,0.0000
geweerdiget,1,1,True,0.0578
geweeten,1,0,False,0.0000
geweigert,1,1,True,0.0578
geweset,1,1,True,0.0578
gewielet,1,0,False,0.0000
gewielt,1,0,False,0.0000
gewiet,1,7,True,0.1735
gewijde,1,2,True,0.0916
gewoeget,1,0,False,0.0000
gewoenden,1,0,False,0.0000
gewoenlick,1,0,False,0.0000
gewolde,1,0,False,0.0000
gewolt,1,0,False,0.0000
gewonden,1,63,True,0.3469
gewonlicke,1,0,False,0.0000
gewynne,1,0,False,0.0000
ghaen,1,46,True,0.3212
gheantwoert,1,3,True,0.1156
gheapsoluiert,1,0,False,0.0000
ghebedeken,1,3,True,0.1156
ghebeetert,1,2,True,0.0916
ghebetert,1,34,True,0.2966
gheboechsem,1,0,False,0.0000
ghebonden,1,111,True,0.3936
ghebraden,1,27,True,0.2780
ghebraken,1,1,True,0.0578
ghebrect,1,52,True,0.3312
ghecapittelt,1,0,False,0.0000
ghecaren,1,0,False,0.0000
gheciert,1,156,True,0.4218
gheconsacaeriert,1,0,False,0.0000
ghecregen,1,3,True,0.1156
ghedacht,1,40,True,0.3098
ghedachte,1,106,True,0.3898
ghedaget,1,0,False,0.0000
ghedienen,1,1,True,0.0578
ghedragen,1,15,True,0.2313
ghedraghen,1,79,True,0.3655
gheduldelick,1,0,False,0.0000
gheeert,1,57,True,0.3387
gheent,1,2,True,0.0916
ghef,1,6,True,0.1623
ghegrouwelt,1,0,False,0.0000
gheguedet,1,0,False,0.0000
ghehende,1,1,True,0.0578
ghehenghe,1,1,True,0.0578
gheheuen,1,8,True,0.1833
ghehoert,1,210,True,0.4464
ghekant,1,0,False,0.0000
ghekiert,1,7,True,0.1735
ghelaet,1,43,True,0.3157
ghelaten,1,252,True,0.4616
ghelauet,1,6,True,0.1623
gheleeft,1,48,True,0.3246
gheleerden,1,10,True,0.2000
gheleit,1,148,True,0.4174
ghelichtet,1,0,False,0.0000
ghelickes,1,0,False,0.0000
gheloent,1,20,True,0.2540
ghelot,1,0,False,0.0000
ghelouen,1,119,True,0.3993
ghelouige,1,7,True,0.1735
ghemaect,1,749,True,0.5522
ghemaniert,1,0,False,0.0000
ghemeijnen,1,0,False,0.0000
ghemeijneti,1,0,False,0.0000
ghemeijnlick,1,0,False,0.0000
ghemeynnen,1,0,False,0.0000
ghemeynten,1,0,False,0.0000
ghemoet,1,74,True,0.3601
ghemormeriert,1,0,False,0.0000
ghen,1,6,True,0.1623
ghenaede,1,2,True,0.0916
ghenaeden,1,0,False,0.0000
ghenagelt,1,4,True,0.1342
ghenedighen,1,0,False,0.0000
gheneiget,1,0,False,0.0000
ghenem,1,0,False,0.0000
ghenemen,1,3,True,0.1156
ghenochgelick,1,0,False,0.0000
ghenochgelicke,1,0,False,0.0000
ghenochgelicken,1,0,False,0.0000
ghenocht,1,0,False,0.0000
ghenoech,1,448,True,0.5094
ghenoechte,1,150,True,0.4185
ghenre,1,16,True,0.2363
ghenuchgelick,1,0,False,0.0000
gheolijt,1,0,False,0.0000
gheprueft,1,6,True,0.1623
ghepuerigert,1,0,False,0.0000
gherack,1,0,False,0.0000
gheracke,1,0,False,0.0000
ghereiscap,1,0,False,0.0000
gherekent,1,58,True,0.3401
gherichten,1,4,True,0.1342
ghern,1,0,False,0.0000
ghesaet,1,5,True,0.1495
ghesaeten,1,0,False,0.0000
ghesant,1,22,True,0.2615
ghesatte,1,1,True,0.0578
gheschandelsiert,1,0,False,0.0000
gheschicket,1,2,True,0.0916
gheschictheit,1,0,False,0.0000
gheschieden,1,13,True,0.2201
gheschienen,1,0,False,0.0000
gheschoelden,1,0,False,0.0000
ghescreuen,1,89,True,0.3753
ghescrieuen,1,0,False,0.0000
gheseget,1,9,True,0.1921
ghesellich,1,0,False,0.0000
gheselscap,1,178,True,0.4327
gheslaeten,1,0,False,0.0000
gheslaten,1,0,False,0.0000
ghesont,1,205,True,0.4444
ghespeegen,1,0,False,0.0000
gheswegen,1,2,True,0.0916
ghetuch,1,0,False,0.0000
ghetymmert,1,25,True,0.2718
gheuallen,1,33,True,0.2941
gheuiel,1,16,True,0.2363
gheuoedet,1,18,True,0.2456
gheuoellen,1,0,False,0.0000
gheuonden,1,53,True,0.3327
ghevalden,1,0,False,0.0000
ghevest,1,18,True,0.2456
ghevielt,1,20,True,0.2540
ghevisentiert,1,0,False,0.0000
ghevoelden,1,9,True,0.1921
ghevolget,1,0,False,0.0000
ghevollengen,1,0,False,0.0000
ghevonden,1,88,True,0.3744
ghevredet,1,0,False,0.0000
ghewaelt,1,0,False,0.0000
ghewaer,1,56,True,0.3372
ghewaerigen,1,0,False,0.0000
ghewaeriger,1,0,False,0.0000
ghewallen,1,0,False,0.0000
ghewarighe,1,30,True,0.2864
gheweelt,1,1,True,0.0578
gheweent,1,3,True,0.1156
ghewelde,1,6,True,0.1623
ghewelt,1,61,True,0.3443
ghewent,1,3,True,0.1156
ghewesen,1,14,True,0.2259
ghewiel,1,0,False,0.0000
ghewijnghen,1,0,False,0.0000
ghewijnne,1,0,False,0.0000
ghewoenden,1,0,False,0.0000
ghewonlick,1,0,False,0.0000
ghewonnen,1,171,True,0.4294
ghewortelt,1,17,True,0.2411
ghewracht,1,84,True,0.3706
ghewyn,1,2,True,0.0916
ghewynne,1,1,True,0.0578
ghewynnen,1,2,True,0.0916
ghijnc,1,0,False,0.0000
gicht,1,3,True,0.1156
giet,1,27,True,0.2780
gif,1,25,True,0.2718
gift,1,22,True,0.2615
gifte,1,19,True,0.2499
giften,1,94,True,0.3799
gijn,1,0,False,0.0000
gijnct,1,0,False,0.0000
gijnghen,1,0,False,0.0000
gleden,1,0,False,0.0000
glories,1,0,False,0.0000
glorios,1,0,False,0.0000
glorioselic,1,7,True,0.1735
gloriosen,1,35,True,0.2989
glorioser,1,22,True,0.2615
goddichtige,1,0,False,0.0000
goddienstichgher,1,0,False,0.0000
goddienstigen,1,2,True,0.0916
goddoenstelic,1,0,False,0.0000
godfruchtelick,1,0,False,0.0000
godfruchtige,1,0,False,0.0000
godfruchtigen,1,0,False,0.0000
godfruchtighe,1,0,False,0.0000
godfructichgen,1,0,False,0.0000
godliken,1,96,True,0.3816
godliker,1,239,True,0.4572
godm,1,0,False,0.0000
godmynende,1,0,False,0.0000
godschouwelicheit,1,0,False,0.0000
godschouwelick,1,0,False,0.0000
godtelick,1,0,False,0.0000
godtelicken,1,0,False,0.0000
goeden,1,885,True,0.5661
goedes,1,17,True,0.2411
goetgrondich,1,0,False,0.0000
goets,1,219,True,0.4499
goij,1,0,False,0.0000
golde,1,27,True,0.2780
gonne,1,12,True,0.2140
gonstelicheit,1,0,False,0.0000
gonstelick,1,0,False,0.0000
gonsten,1,7,True,0.1735
gonstichger,1,0,False,0.0000
gordel,1,29,True,0.2837
gorgel,1,0,False,0.0000
gort,1,1,True,0.0578
gottelicke,1,0,False,0.0000
gracias,1,8,True,0.1833
grafsten,1,0,False,0.0000
grafuen,1,0,False,0.0000
grauer,1,0,False,0.0000
grauwelden,1,0,False,0.0000
gregorius,1,220,True,0.4503
griepen,1,0,False,0.0000
griethuijssen,1,0,False,0.0000
grietten,1,0,False,0.0000
groetelick,1,0,False,0.0000
groetenre,1,0,False,0.0000
groetmoedich,1,1,True,0.0578
groetmoediger,1,0,False,0.0000
groets,1,7,True,0.1735
groetste,1,6,True,0.1623
groetsten,1,0,False,0.0000
groijden,1,0,False,0.0000
grondes,1,2,True,0.0916
grontwerck,1,0,False,0.0000
groof,1,0,False,0.0000
gruwelen,1,10,True,0.2000
gruwellen,1,0,False,0.0000
gued,1,0,False,0.0000
guedertierenste,1,9,True,0.1921
guerdertieren,1,0,False,0.0000
guetgonnich,1,0,False,0.0000
guetgonstich,1,0,False,0.0000
guetgrondich,1,0,False,0.0000
guetlicheit,1,3,True,0.1156
guettelic,1,0,False,0.0000
guettelicheit,1,0,False,0.0000
guettelicke,1,0,False,0.0000
guettijt,1,1,True,0.0578
guetwillicheit,1,2,True,0.0916
guetwillichgen,1,0,False,0.0000
guetwillichlic,1,0,False,0.0000
guetwillichlick,1,0,False,0.0000
gulde,1,0,False,0.0000
gynct,1,0,False,0.0000
habiets,1,0,False,0.0000
habijt,1,27,True,0.2780
hacken,1,0,False,0.0000
haddes,1,11,True,0.2073
haere,1,95,True,0.3807
haers,1,423,True,0.5046
haeten,1,4,True,0.1342
hafmans,1,0,False,0.0000
hafuenen,1,0,False,0.0000
hagesteen,1,0,False,0.0000
halfhondert,1,0,False,0.0000
halfsuster,1,0,False,0.0000
hammels,1,0,False,0.0000
handes,1,17,True,0.2411
hantreijkinge,1,0,False,0.0000
hantreikeynge,1,0,False,0.0000
hantreikijnge,1,0,False,0.0000
hantreikinge,1,0,False,0.0000
hanttieren,1,0,False,0.0000
happe,1,0,False,0.0000
harber,1,0,False,0.0000
hardelick,1,0,False,0.0000
harderber,1,0,False,0.0000
hardet,1,3,True,0.1156
hartseboel,1,0,False,0.0000
harttelick,1,0,False,0.0000
hasse,1,0,False,0.0000
hassen,1,0,False,0.0000
hastichgen,1,0,False,0.0000
hastige,1,0,False,0.0000
hatet,1,25,True,0.2718
hattelick,1,0,False,0.0000
haude,1,6,True,0.1623
haue,1,10,True,0.2000
haueninge,1,0,False,0.0000
hauvieringe,1,0,False,0.0000
hebbens,1,18,True,0.2456
hebbet,1,76,True,0.3623
hebstu,1,99,True,0.3841
heckel,1,0,False,0.0000
heckellen,1,0,False,0.0000
heelen,1,32,True,0.2917
heelt,1,23,True,0.2651
heen,1,67,True,0.3520
heeren,1,1090,True,0.5835
heerlicken,1,3,True,0.1156
heers,1,7,True,0.1735
heerschap,1,0,False,0.0000
heffenisse,1,0,False,0.0000
hei,1,4,True,0.1342
heijme,1,0,False,0.0000
heijmelicheit,1,0,False,0.0000
heijmelike,1,0,False,0.0000
heijmels,1,0,False,0.0000
heilichdoem,1,11,True,0.2073
heilichlic,1,3,True,0.1156
heiste,1,0,False,0.0000
hellen,1,567,True,0.5290
helpet,1,30,True,0.2864
hemelen,1,163,True,0.4254
hemelicke,1,0,False,0.0000
hengel,1,0,False,0.0000
henrijck,1,0,False,0.0000
hentet,1,0,False,0.0000
hentten,1,0,False,0.0000
herenberch,1,0,False,0.0000
herenberge,1,0,False,0.0000
herlicken,1,0,False,0.0000
hers,1,10,True,0.2000
hertelicheit,1,0,False,0.0000
hertelicken,1,0,False,0.0000
herteliken,1,27,True,0.2780
hertich,1,0,False,0.0000
hertochghen,1,0,False,0.0000
hertochinnen,1,0,False,0.0000
hettelic,1,0,False,0.0000
heymelick,1,12,True,0.2140
hien,1,34,True,0.2966
hierden,1,1,True,0.0578
hiernaemaels,1,0,False,0.0000
hierom,1,107,True,0.3906
hijelt,1,0,False,0.0000
hijlicken,1,0,False,0.0000
hijs,1,174,True,0.4308
hiv,1,0,False,0.0000
hocheit,1,0,False,0.0000
hochschoen,1,0,False,0.0000
hochtijdelick,1,0,False,0.0000
hocke,1,0,False,0.0000
hocken,1,0,False,0.0000
hoechmijssen,1,0,False,0.0000
hoefd,1,0,False,0.0000
hoege,1,9,True,0.1921
hoeger,1,3,True,0.1156
hoep,1,100,True,0.3850
hoepe,1,32,True,0.2917
hoerde,1,494,True,0.5175
hoet,1,172,True,0.4299
hoeuerdien,1,2,True,0.0916
hoij,1,1,True,0.0578
hoike,1,0,False,0.0000
holden,1,47,True,0.3229
hollant,1,9,True,0.1921
holte,1,3,True,0.1156
hondertuolt,1,3,True,0.1156
hondertvolt,1,3,True,0.1156
hongerich,1,12,True,0.2140
hongerijck,1,0,False,0.0000
hooren,1,112,True,0.3943
houe,1,122,True,0.4014
houeluden,1,0,False,0.0000
houerdije,1,0,False,0.0000
houwen,1,59,True,0.3415
hoymant,1,0,False,0.0000
hren,1,0,False,0.0000
hucken,1,0,False,0.0000
huede,1,6,True,0.1623
hueden,1,42,True,0.3137
hufvrou,1,0,False,0.0000
huijsen,1,0,False,0.0000
huijsghenoeten,1,0,False,0.0000
huijsinge,1,0,False,0.0000
hullen,1,1,True,0.0578
hulper,1,16,True,0.2363
hulpet,1,11,True,0.2073
husvrouwen,1,0,False,0.0000
huyses,1,1,True,0.0578
hync,1,0,False,0.0000
iaemerlick,1,0,False,0.0000
iaere,1,0,False,0.0000
iageden,1,1,True,0.0578
iagen,1,13,True,0.2201
iam,1,2,True,0.0916
iamer,1,16,True,0.2363
iameren,1,1,True,0.0578
iamerlicheiden,1,0,False,0.0000
iamerlicker,1,0,False,0.0000
iamerlike,1,17,True,0.2411
idel,1,31,True,0.2891
idijt,1,0,False,0.0000
iegelic,1,17,True,0.2411
iemaent,1,0,False,0.0000
ieuens,1,0,False,0.0000
iherusalem,1,178,True,0.4327
ihesu,1,397,True,0.4994
iiii,1,83,True,0.3696
ija,1,0,False,0.0000
ijdellen,1,0,False,0.0000
ijden,1,0,False,0.0000
ijegelic,1,0,False,0.0000
ijegens,1,0,False,0.0000
ijeghelick,1,0,False,0.0000
ijement,1,0,False,0.0000
ijnende,1,0,False,0.0000
ijnnich,1,0,False,0.0000
ijnnicheit,1,0,False,0.0000
ijnnichlicken,1,0,False,0.0000
ijo,1,0,False,0.0000
ijoget,1,0,False,0.0000
ijongen,1,0,False,0.0000
ijser,1,11,True,0.2073
ijseren,1,3,True,0.1156
ijserhel,1,0,False,0.0000
ijuda,1,0,False,0.0000
incorporieren,1,0,False,0.0000
ingekiert,1,0,False,0.0000
ingen,1,5,True,0.1495
ingesat,1,0,False,0.0000
ingetagen,1,0,False,0.0000
ingewynge,1,0,False,0.0000
inglidynge,1,0,False,0.0000
innige,1,1,True,0.0578
inradinghe,1,0,False,0.0000
insettenige,1,0,False,0.0000
insprekinghe,1,2,True,0.0916
inval,1,7,True,0.1735
inwendiger,1,2,True,0.0916
inwerkinge,1,0,False,0.0000
iochget,1,0,False,0.0000
iogent,1,0,False,0.0000
ioget,1,7,True,0.1735
iohannes,1,50,True,0.3280
ionferken,1,0,False,0.0000
ionferlicke,1,0,False,0.0000
iongelijnghe,1,0,False,0.0000
iongelinck,1,7,True,0.1735
iongeren,1,49,True,0.3263
iosaphet,1,0,False,0.0000
ja,1,320,True,0.4814
jacob,1,278,True,0.4697
jacobs,1,68,True,0.3532
jannuarius,1,0,False,0.0000
jasper,1,1,True,0.0578
jc,1,509,True,0.5200
jesu,1,10,True,0.2000
jheronymus,1,0,False,0.0000
jherusalem,1,597,True,0.5333
johan,1,48,True,0.3246
joncferen,1,0,False,0.0000
jonck,1,15,True,0.2313
jonckfrouwen,1,0,False,0.0000
jonferlick,1,0,False,0.0000
joren,1,0,False,0.0000
juck,1,5,True,0.1495
junius,1,3,True,0.1156
junus,1,0,False,0.0000
kafden,1,0,False,0.0000
kalde,1,0,False,0.0000
kallinghe,1,0,False,0.0000
kamel,1,0,False,0.0000
kameren,1,3,True,0.1156
kancker,1,1,True,0.0578
kannen,1,3,True,0.1156
kannes,1,0,False,0.0000
kanonninck,1,0,False,0.0000
kapittel,1,0,False,0.0000
karsten,1,0,False,0.0000
kastiden,1,0,False,0.0000
kastijdent,1,0,False,0.0000
katen,1,0,False,0.0000
katherynnen,1,0,False,0.0000
kauwen,1,1,True,0.0578
kelcken,1,3,True,0.1156
kemden,1,0,False,0.0000
ken,1,28,True,0.2809
kennisse,1,49,True,0.3263
kenre,1,0,False,0.0000
kent,1,187,True,0.4368
kerckelicke,1,0,False,0.0000
kerckhof,1,0,False,0.0000
keren,1,309,True,0.4785
kerkhof,1,0,False,0.0000
kerskelick,1,0,False,0.0000
kersnachts,1,0,False,0.0000
kerssen,1,4,True,0.1342
kerstelicken,1,0,False,0.0000
kervellen,1,0,False,0.0000
kessen,1,0,False,0.0000
kierich,1,0,False,0.0000
kieriossicheit,1,0,False,0.0000
kiert,1,2,True,0.0916
kiesen,1,68,True,0.3532
kiesinge,1,1,True,0.0578
kiest,1,22,True,0.2615
kijnde,1,13,True,0.2201
kijndeken,1,0,False,0.0000
kijne,1,0,False,0.0000
kijnst,1,0,False,0.0000
kijnttelicker,1,0,False,0.0000
kijsken,1,0,False,0.0000
kijst,1,1,True,0.0578
kirioesheit,1,0,False,0.0000
klaf,1,0,False,0.0000
klage,1,0,False,0.0000
klagen,1,2,True,0.0916
klappinge,1,0,False,0.0000
klerck,1,0,False,0.0000
klercken,1,2,True,0.0916
kloek,1,0,False,0.0000
kloeke,1,0,False,0.0000
kloeken,1,0,False,0.0000
kloppen,1,0,False,0.0000
knopkens,1,0,False,0.0000
knynen,1,0,False,0.0000
kochtet,1,0,False,0.0000
koeen,1,0,False,0.0000
koepen,1,2,True,0.0916
koerfkens,1,0,False,0.0000
kommensade,1,0,False,0.0000
kon,1,0,False,0.0000
kondens,1,0,False,0.0000
kontrarie,1,0,False,0.0000
korfkens,1,0,False,0.0000
koster,1,0,False,0.0000
kouel,1,0,False,0.0000
kracht,1,13,True,0.2201
krancke,1,2,True,0.0916
kransken,1,0,False,0.0000
krencken,1,4,True,0.1342
krenken,1,0,False,0.0000
krigen,1,1,True,0.0578
kroden,1,0,False,0.0000
kroemken,1,0,False,0.0000
kroet,1,2,True,0.0916
kronde,1,0,False,0.0000
kropt,1,0,False,0.0000
kruden,1,3,True,0.1156
krudes,1,0,False,0.0000
kummer,1,0,False,0.0000
kundes,1,0,False,0.0000
kundichden,1,0,False,0.0000
kundigen,1,7,True,0.1735
kundighen,1,10,True,0.2000
kuppen,1,0,False,0.0000
kustel,1,0,False,0.0000
kut,1,0,False,0.0000
kynderen,1,3,True,0.1156
kynne,1,2,True,0.0916
kysten,1,0,False,0.0000
lachten,1,4,True,0.1342
lade,1,3,True,0.1156
laecken,1,0,False,0.0000
laeefden,1,0,False,0.0000
laefdent,1,0,False,0.0000
laest,1,3,True,0.1156
laetende,1,0,False,0.0000
laetes,1,0,False,0.0000
laeuen,1,0,False,0.0000
laffelicke,1,0,False,0.0000
laffenisse,1,0,False,0.0000
laghe,1,33,True,0.2941
lampe,1,7,True,0.1735
lampen,1,32,True,0.2917
lan,1,3,True,0.1156
lancheit,1,39,True,0.3077
landen,1,220,True,0.4503
lane,1,0,False,0.0000
langhen,1,82,True,0.3686
lantterne,1,0,False,0.0000
lasten,1,8,True,0.1833
lateinsche,1,0,False,0.0000
latet,1,103,True,0.3874
latterne,1,0,False,0.0000
lauelick,1,0,False,0.0000
lauwe,1,8,True,0.1833
leden,1,657,True,0.5413
ledes,1,0,False,0.0000
ledigen,1,5,True,0.1495
leef,1,14,True,0.2259
leefde,1,117,True,0.3979
leenen,1,13,True,0.2201
leerde,1,189,True,0.4377
leere,1,61,True,0.3443
leerende,1,4,True,0.1342
leerlick,1,1,True,0.0578
leerlicken,1,0,False,0.0000
leerre,1,25,True,0.2718
leerres,1,13,True,0.2201
lees,1,4,True,0.1342
leesset,1,0,False,0.0000
leetwesenden,1,0,False,0.0000
legeende,1,0,False,0.0000
legen,1,1,True,0.0578
legende,1,10,True,0.2000
leidet,1,43,True,0.3157
leijde,1,1,True,0.0578
lelickste,1,0,False,0.0000
lemkens,1,0,False,0.0000
leren,1,491,True,0.5170
leringe,1,71,True,0.3567
lessen,1,36,True,0.3012
letenijen,1,0,False,0.0000
letten,1,58,True,0.3401
leueeren,1,0,False,0.0000
leuende,1,89,True,0.3753
leuendichge,1,0,False,0.0000
leuendichlicke,1,0,False,0.0000
leuendighen,1,46,True,0.3212
leueren,1,39,True,0.3077
lexs,1,0,False,0.0000
lichamen,1,220,True,0.4503
lichtuerdich,1,0,False,0.0000
lichtuerdigen,1,0,False,0.0000
licken,1,3,True,0.1156
lidelick,1,1,True,0.0578
lidsam,1,0,False,0.0000
liechste,1,1,True,0.0578
liecht,1,41,True,0.3118
liede,1,498,True,0.5182
liedekens,1,0,False,0.0000
lieffelicken,1,0,False,0.0000
lieffeliker,1,0,False,0.0000
lieffenisse,1,0,False,0.0000
liefhebbelick,1,0,False,0.0000
lieftaelich,1,0,False,0.0000
lieftalich,1,0,False,0.0000
liege,1,0,False,0.0000
lieghen,1,61,True,0.3443
lierners,1,0,False,0.0000
lieter,1,2,True,0.0916
lietet,1,7,True,0.1735
lietken,1,0,False,0.0000
liettet,1,0,False,0.0000
ligge,1,13,True,0.2201
liggende,1,37,True,0.3034
ligghen,1,158,True,0.4228
lii,1,5,True,0.1495
lij,1,5,True,0.1495
lijd,1,3,True,0.1156
lijdelick,1,0,False,0.0000
lijdet,1,11,True,0.2073
lijdinge,1,0,False,0.0000
lijdsamlicke,1,0,False,0.0000
lijefues,1,0,False,0.0000
lijgghen,1,0,False,0.0000
linge,1,2,True,0.0916
linges,1,0,False,0.0000
linghe,1,0,False,0.0000
littet,1,0,False,0.0000
liue,1,163,True,0.4254
liues,1,20,True,0.2540
lochtich,1,0,False,0.0000
lodderich,1,0,False,0.0000
loddericheit,1,0,False,0.0000
loefdent,1,1,True,0.0578
loeffelick,1,0,False,0.0000
loeppen,1,0,False,0.0000
loes,1,13,True,0.2201
los,1,32,True,0.2917
lst,1,1,True,0.0578
luchte,1,12,True,0.2140
luchter,1,57,True,0.3387
luchteren,1,7,True,0.1735
luchtet,1,3,True,0.1156
luede,1,6,True,0.1623
lueden,1,5,True,0.1495
lumenieren,1,0,False,0.0000
lusten,1,36,True,0.3012
lusteren,1,2,True,0.0916
lusteringe,1,0,False,0.0000
lviii,1,2,True,0.0916
lxi,1,5,True,0.1495
lxiiii,1,0,False,0.0000
lxix,1,4,True,0.1342
lxv,1,6,True,0.1623
lxxiii,1,2,True,0.0916
lxxix,1,6,True,0.1623
lxxvi,1,4,True,0.1342
lxxxi,1,3,True,0.1156
lxxxviii,1,2,True,0.0916
lydsamheit,1,6,True,0.1623
lynnen,1,11,True,0.2073
machge,1,0,False,0.0000
mactent,1,0,False,0.0000
maecket,1,0,False,0.0000
maege,1,0,False,0.0000
maeget,1,0,False,0.0000
maeghen,1,0,False,0.0000
maelckander,1,0,False,0.0000
maellick,1,0,False,0.0000
maels,1,9,True,0.1921
maeltijden,1,2,True,0.0916
maete,1,2,True,0.0916
maghe,1,70,True,0.3556
malcanderen,1,191,True,0.4385
malckandere,1,0,False,0.0000
